Date,Store,Category,Units Sold,Unit Price,Discount %,Revenue
2024-04-19,Bangalore,Groceries,6.0,365.51,20.0,1754.46
2025-07-09,Delhi,Sports,9.0,2111.14,10.0,17100.21
2024-05-15,Delhi,Electronics,5.0,8905.39,5.0,42300.58
2024-01-14,Chennai,Home & Kitchen,5.0,1964.2,5.0,9329.96
2025-10-09,Pune,Sports,9.0,2052.75,10.0,16627.26
2025-06-08,Delhi,Clothing,3.0,1266.37,0.0,3799.1
2024-09-15,Pune,Sports,7.0,1576.24,0.0,11033.67
2025-05-04,Pune,Clothing,3.0,1131.43,0.0,3394.28
2024-01-25,Bangalore,Groceries,5.0,369.38,10.0,1662.23
2024-06-05,Mumbai,Clothing,11.0,1067.25,10.0,10565.76
2025-05-25,Delhi,Home & Kitchen,6.0,1641.02,0.0,9846.14
2025-03-01,Bangalore,Sports,8.0,1706.36,0.0,13650.91
2025-11-22,Delhi,Beauty,4.0,742.58,5.0,2821.8
2025-06-17,Mumbai,Clothing,10.0,1238.91,0.0,12389.1
2025-01-06,Mumbai,Groceries,5.0,268.37,10.0,1207.65
2025-10-05,Mumbai,Groceries,6.0,280.98,25.0,1264.39
2024-04-07,Chennai,Beauty,8.0,691.88,0.0,5535.04
2024-02-22,Delhi,Beauty,3.0,807.19,15.0,2058.33
2025-07-19,Chennai,Groceries,3.0,371.69,5.0,1059.32
2024-06-26,Bangalore,Electronics,7.0,9420.42,5.0,62645.82
2025-03-15,Mumbai,Sports,5.0,2256.17,15.0,9588.71
2024-01-10,Bangalore,Home & Kitchen,3.0,1560.44,0.0,4681.33
2025-02-04,Delhi,Clothing,9.0,1109.93,20.0,7991.48
2025-01-31,Bangalore,Clothing,6.0,1112.53,25.0,5006.37
2025-07-28,Bangalore,Clothing,5.0,801.6,0.0,4007.99
2024-06-02,Bangalore,Clothing,5.0,897.42,5.0,4262.75
2025-03-03,Bangalore,Electronics,6.0,6861.93,0.0,41171.58
2024-03-07,Bangalore,Sports,7.0,3002.96,15.0,17867.59
2024-01-30,Mumbai,Beauty,7.0,593.77,25.0,3117.31
2024-12-17,Delhi,Sports,8.0,1983.55,0.0,15868.39
2024-06-01,Bangalore,Home & Kitchen,9.0,1764.91,0.0,15884.2
2025-08-13,Bangalore,Beauty,5.0,502.69,10.0,2262.09
2024-02-01,Mumbai,Electronics,7.0,8009.66,15.0,47657.45
2025-09-18,Delhi,Clothing,3.0,1850.18,0.0,5550.54
2024-02-10,Mumbai,Beauty,4.0,464.96,20.0,1487.86
2024-05-11,Pune,Beauty,7.0,772.58,0.0,5408.09
2024-03-02,Chennai,Beauty,12.0,672.76,25.0,6054.81
2025-07-15,Bangalore,Beauty,2.0,654.45,5.0,1243.46
2025-02-08,Mumbai,Sports,5.0,2117.86,0.0,10589.3
2024-04-28,Pune,Home & Kitchen,6.0,1646.69,20.0,7904.1
2025-04-15,Pune,Home & Kitchen,10.0,2230.76,0.0,22307.58
2025-03-25,Bangalore,Groceries,8.0,332.79,10.0,2396.05
2024-05-09,Mumbai,Electronics,7.0,11834.28,0.0,82839.99
2024-05-22,Bangalore,Electronics,5.0,7852.86,25.0,29448.21
2024-08-21,Delhi,Clothing,4.0,1247.14,5.0,4739.13
2025-06-29,Delhi,Beauty,4.0,903.37,0.0,3613.48
2025-01-14,Delhi,Beauty,5.0,723.3,5.0,3435.7
2024-11-09,Delhi,Groceries,8.0,294.58,10.0,2121.0
2025-03-09,Chennai,Home & Kitchen,5.0,1334.23,0.0,6671.14
2025-11-12,Bangalore,Groceries,7.0,286.62,10.0,1805.73
2025-09-24,Mumbai,Home & Kitchen,1.0,1966.27,5.0,1867.96
2024-03-17,Delhi,Electronics,3.0,8241.74,0.0,24725.22
2024-11-05,Mumbai,Clothing,6.0,1279.81,10.0,6910.99
2025-05-07,Delhi,Groceries,10.0,411.28,10.0,3701.49
2024-11-16,Delhi,Home & Kitchen,9.0,1764.99,0.0,15884.9
2024-01-25,Delhi,Groceries,2.0,312.1,15.0,530.57
2025-03-03,Mumbai,Groceries,7.0,400.98,10.0,2526.17
2025-09-16,Chennai,Groceries,9.0,410.3,0.0,3692.74
2025-10-13,Delhi,Beauty,13.0,648.29,5.0,8006.37
2024-05-26,Pune,Beauty,7.0,431.05,0.0,3017.36
2024-10-18,Pune,Clothing,6.0,1343.57,25.0,6046.08
2025-04-25,Bangalore,Groceries,8.0,319.86,0.0,2558.85
2025-04-04,Delhi,Clothing,4.0,1290.35,5.0,4903.34
2025-09-21,Mumbai,Electronics,4.0,8167.51,5.0,31036.53
2024-08-27,Bangalore,Beauty,8.0,697.34,0.0,5578.69
2025-09-04,Pune,Clothing,1.0,1011.31,0.0,1011.31
2024-03-20,Mumbai,Electronics,6.0,9376.76,0.0,56260.55
2025-09-12,Bangalore,Electronics,6.0,9087.28,0.0,54523.65
2025-12-02,Bangalore,Sports,11.0,2559.92,10.0,25343.23
2024-01-11,Bangalore,Electronics,6.0,11959.39,10.0,64580.71
2024-09-11,Pune,Home & Kitchen,3.0,2258.51,5.0,6436.74
2024-08-15,Pune,Home & Kitchen,6.0,1850.14,0.0,11100.86
2024-12-17,Delhi,Groceries,8.0,379.97,0.0,3039.77
2024-07-05,Mumbai,Groceries,5.0,401.15,15.0,1704.88
2024-02-16,Pune,Beauty,11.0,685.59,10.0,6787.32
2024-11-18,Chennai,Groceries,8.0,370.75,0.0,2966.02
2025-02-20,Chennai,Beauty,5.0,652.76,10.0,2937.44
2024-08-28,Delhi,Home & Kitchen,15.0,1225.75,0.0,18386.22
2024-12-06,Pune,Beauty,8.0,664.55,0.0,5316.44
2024-03-31,Delhi,Groceries,7.0,162.79,0.0,1139.53
2025-05-07,Pune,Electronics,10.0,9978.97,5.0,94800.19
2024-05-07,Delhi,Sports,9.0,2769.7,25.0,18695.49
2024-08-17,Mumbai,Home & Kitchen,5.0,2338.65,0.0,11693.27
2025-09-20,Bangalore,Beauty,6.0,456.24,25.0,2053.08
2024-03-16,Bangalore,Electronics,9.0,7488.89,5.0,64030.0
2025-02-20,Mumbai,Groceries,6.0,444.95,20.0,2135.75
2025-08-01,Pune,Electronics,8.0,10321.81,0.0,82574.51
2025-06-14,Delhi,Sports,8.0,1347.26,5.0,10239.17
2024-01-25,Bangalore,Clothing,7.0,997.38,20.0,5585.32
2024-11-16,Pune,Home & Kitchen,9.0,1684.27,0.0,15158.43
2025-07-09,Chennai,Home & Kitchen,8.0,2180.7,20.0,13956.51
2024-01-06,Pune,Groceries,5.0,301.21,5.0,1430.76
2024-06-21,Delhi,Electronics,7.0,8656.08,0.0,60592.55
2024-06-21,Delhi,Groceries,8.0,350.85,10.0,2526.16
2024-11-09,Mumbai,Groceries,9.0,239.51,0.0,2155.61
2025-10-22,Delhi,Electronics,9.0,7010.15,5.0,59936.81
2025-07-05,Chennai,Home & Kitchen,5.0,2000.12,20.0,8000.47
2024-01-31,Mumbai,Home & Kitchen,2.0,1774.97,10.0,3194.95
2024-03-11,Pune,Home & Kitchen,7.0,1780.01,0.0,12460.06
2024-01-01,Pune,Clothing,4.0,769.61,10.0,2770.6
2024-01-20,Chennai,Groceries,5.0,376.8,15.0,1601.4
2025-09-30,Mumbai,Electronics,8.0,8411.79,10.0,60564.92
2024-10-11,Mumbai,Groceries,8.0,483.49,10.0,3481.1
2025-01-10,Bangalore,Beauty,1.0,754.06,25.0,565.55
2025-07-19,Chennai,Beauty,8.0,712.24,20.0,4558.31
2024-09-11,Pune,Home & Kitchen,7.0,2156.98,10.0,13588.96
2024-03-28,Bangalore,Electronics,7.0,5347.8,0.0,37434.6
2024-05-29,Mumbai,Home & Kitchen,3.0,1630.18,0.0,4890.53
2024-10-08,Delhi,Groceries,6.0,350.93,0.0,2105.6
2025-08-06,Mumbai,Groceries,7.0,361.34,5.0,2402.91
2024-11-27,Bangalore,Beauty,13.0,744.23,0.0,9674.99
2024-12-28,Mumbai,Sports,7.0,2282.56,5.0,15179.04
2024-02-03,Delhi,Groceries,10.0,323.75,0.0,3237.47
2025-12-22,Pune,Clothing,7.0,997.56,0.0,6982.91
2024-04-04,Mumbai,Electronics,7.0,7284.86,10.0,45894.61
2025-12-19,Pune,Sports,8.0,1647.49,0.0,13179.95
2025-09-20,Bangalore,Electronics,5.0,10883.69,20.0,43534.74
2024-01-08,Pune,Clothing,4.0,1444.1,15.0,4909.94
2024-06-11,Chennai,Sports,6.0,2126.72,10.0,11484.28
2025-08-25,Pune,Clothing,4.0,1274.21,25.0,3822.62
2024-04-15,Pune,Sports,6.0,2141.06,20.0,10277.08
2025-01-19,Pune,Electronics,6.0,9162.99,5.0,52229.06
2024-05-18,Delhi,Electronics,5.0,9116.65,15.0,38745.75
2025-12-19,Delhi,Home & Kitchen,7.0,1805.22,10.0,11372.9
2024-12-22,Mumbai,Sports,10.0,2508.52,0.0,25085.24
2025-07-10,Mumbai,Electronics,4.0,4448.36,15.0,15124.42
2025-04-07,Pune,Home & Kitchen,4.0,2019.09,15.0,6864.91
2024-08-02,Pune,Home & Kitchen,8.0,2165.36,0.0,17322.91
2025-05-07,Mumbai,Groceries,2.0,489.14,5.0,929.37
2025-01-01,Mumbai,Sports,5.0,2518.09,0.0,12590.45
2025-12-09,Chennai,Home & Kitchen,7.0,1957.65,0.0,13703.58
2024-11-16,Pune,Groceries,9.0,416.78,15.0,3188.34
2024-01-22,Delhi,Home & Kitchen,3.0,2511.44,20.0,6027.45
2024-06-01,Pune,Electronics,6.0,13054.13,0.0,78324.78
2024-09-12,Delhi,Beauty,3.0,586.34,5.0,1671.08
2025-01-04,Pune,Groceries,6.0,560.07,0.0,3360.42
2025-12-11,Chennai,Clothing,3.0,1140.78,25.0,2566.76
2024-05-31,Delhi,Clothing,7.0,1435.29,0.0,10047.06
2025-06-23,Bangalore,Groceries,6.0,382.73,5.0,2181.58
2024-07-19,Chennai,Electronics,9.0,7314.45,10.0,59247.03
2024-10-08,Bangalore,Beauty,10.0,593.52,15.0,5044.91
2024-01-07,Pune,Electronics,8.0,7478.51,5.0,56836.64
2024-10-29,Pune,Electronics,,9852.77,5.0,121681.67
2024-02-10,Mumbai,Electronics,5.0,8076.65,5.0,38364.09
2024-01-27,Pune,Clothing,6.0,1432.82,0.0,8596.95
2025-02-01,Mumbai,Home & Kitchen,3.0,1858.48,10.0,5017.91
2025-03-17,Mumbai,Groceries,5.0,369.51,0.0,1847.57
2024-03-21,Mumbai,Home & Kitchen,5.0,1956.38,10.0,8803.71
2025-01-23,Mumbai,Beauty,4.0,681.14,5.0,2588.33
2024-12-30,Mumbai,Clothing,11.0,1412.53,5.0,14760.95
2024-09-20,Chennai,Electronics,12.0,7590.07,20.0,72864.7
2025-08-28,Delhi,Home & Kitchen,3.0,1435.8,0.0,4307.39
2025-10-24,Delhi,Home & Kitchen,8.0,2033.93,15.0,13830.76
2025-02-03,Delhi,Clothing,9.0,1081.64,0.0,9734.79
2024-08-31,Bangalore,Home & Kitchen,3.0,1978.1,25.0,4450.73
2024-09-20,Delhi,Groceries,7.0,420.28,0.0,2941.95
2024-12-27,Bangalore,Sports,10.0,1781.41,0.0,17814.15
2025-07-03,Chennai,Groceries,5.0,328.82,5.0,1561.89
2025-05-30,Mumbai,Clothing,6.0,1163.1,15.0,5931.8
2024-02-02,Delhi,Sports,6.0,2675.08,0.0,16050.51
2025-02-22,Mumbai,Electronics,6.0,6990.14,0.0,41940.83
2025-04-23,Chennai,Groceries,6.0,363.62,0.0,2181.71
2025-12-02,Mumbai,Groceries,7.0,263.28,5.0,1750.81
2024-05-13,Mumbai,Home & Kitchen,6.0,2655.78,10.0,14341.2
2025-09-09,Mumbai,Home & Kitchen,4.0,1745.53,15.0,5934.79
2024-04-17,Delhi,Home & Kitchen,14.0,2360.12,10.0,29737.57
2025-03-26,Delhi,Groceries,11.0,448.26,5.0,4684.32
2024-05-17,Pune,Home & Kitchen,6.0,1518.45,10.0,8199.64
2025-06-06,Mumbai,Beauty,5.0,686.02,20.0,2744.1
2024-01-24,Delhi,Groceries,5.0,347.63,10.0,1564.34
2024-02-04,Bangalore,Clothing,8.0,969.21,20.0,6202.93
2024-02-23,Mumbai,Groceries,6.0,365.56,0.0,2193.38
2024-08-21,Chennai,Home & Kitchen,8.0,1000.55,15.0,6803.77
2024-10-10,Mumbai,Sports,8.0,1601.65,15.0,10891.25
2024-12-23,Pune,Groceries,17.0,406.63,25.0,5184.54
2025-05-09,Bangalore,Home & Kitchen,5.0,906.77,15.0,3853.77
2024-11-01,Delhi,Groceries,5.0,391.62,15.0,1664.38
2025-01-11,Mumbai,Electronics,7.0,7717.71,20.0,43219.19
2025-05-30,Bangalore,Electronics,10.0,7316.17,15.0,62187.42
2024-04-19,Delhi,Clothing,10.0,1172.0,5.0,11133.97
2024-07-20,Bangalore,Clothing,5.0,1388.01,15.0,5899.03
2025-11-08,Chennai,Home & Kitchen,8.0,1955.85,20.0,12517.42
2025-11-10,Delhi,Clothing,10.0,1120.8,0.0,11208.01
2024-11-20,Delhi,Electronics,11.0,7516.01,0.0,82676.08
2025-07-04,Mumbai,Sports,6.0,2000.53,0.0,12003.17
2025-11-23,Pune,Clothing,6.0,1284.73,0.0,7708.36
2024-07-09,Mumbai,Groceries,9.0,233.41,0.0,2100.73
2025-06-27,Mumbai,Electronics,7.0,9604.37,10.0,60507.53
2024-03-03,Mumbai,Home & Kitchen,8.0,1714.21,5.0,13027.98
2024-11-04,Bangalore,Groceries,7.0,396.02,0.0,2772.12
2024-01-06,Pune,Clothing,6.0,959.36,10.0,5180.56
2024-08-29,Pune,Electronics,3.0,9061.62,0.0,27184.87
2025-03-22,Pune,Home & Kitchen,7.0,1895.11,5.0,12602.51
2025-04-12,Pune,Electronics,5.0,6844.78,0.0,34223.92
2024-12-17,Pune,Clothing,11.0,1184.96,0.0,13034.6
2025-02-05,Bangalore,Clothing,7.0,1185.23,0.0,8296.6
2024-01-04,Mumbai,Sports,3.0,1652.24,10.0,4461.05
2024-10-07,Delhi,Electronics,7.0,7870.24,15.0,46827.94
2025-04-16,Chennai,Clothing,8.0,1264.39,5.0,9609.38
2025-05-01,Mumbai,Electronics,1.0,8226.63,10.0,7403.97
2025-02-16,Chennai,Groceries,11.0,374.94,0.0,4124.37
2024-04-06,Chennai,Beauty,7.0,562.61,0.0,3938.28
2025-08-11,Mumbai,Sports,7.0,2230.11,5.0,14830.25
2025-12-22,Delhi,Clothing,12.0,686.3,15.0,7000.28
2025-01-21,Delhi,Groceries,3.0,307.12,0.0,921.36
2024-02-28,Pune,Clothing,7.0,1248.0,0.0,8736.0
2025-05-03,Delhi,Electronics,2.0,11389.28,0.0,22778.55
2025-05-23,Pune,Electronics,7.0,7220.25,0.0,50541.75
2024-02-16,Bangalore,Clothing,2.0,1595.51,10.0,2871.93
2025-01-05,Mumbai,Clothing,5.0,1135.83,10.0,5111.23
2024-12-15,Chennai,Electronics,10.0,10782.47,5.0,102433.51
2024-01-16,Pune,Beauty,3.0,720.69,0.0,2162.06
2024-04-02,Delhi,Electronics,12.0,10879.06,20.0,104438.97
2024-08-09,Mumbai,Clothing,8.0,1313.2,10.0,9455.06
2025-08-08,Pune,Groceries,5.0,235.88,5.0,1120.42
2025-05-30,Mumbai,Electronics,5.0,9642.95,0.0,48214.73
2025-04-20,Pune,Home & Kitchen,7.0,2051.59,0.0,14361.12
2025-07-13,Bangalore,Electronics,7.0,9229.9,15.0,54917.92
2025-03-14,Mumbai,Groceries,4.0,353.39,10.0,1272.21
2024-01-01,Delhi,Groceries,7.0,371.4,0.0,2599.8
2025-03-06,Bangalore,Electronics,10.0,11263.42,0.0,112634.19
2025-03-16,Bangalore,Electronics,7.0,7148.57,5.0,47537.96
2024-02-18,Mumbai,Beauty,7.0,408.3,0.0,2858.08
2025-10-07,Mumbai,Groceries,14.0,314.87,0.0,4408.16
2025-12-11,Delhi,Clothing,7.0,814.05,25.0,4273.77
2025-02-12,Chennai,Beauty,4.0,650.83,5.0,2473.17
2024-05-19,Bangalore,Electronics,3.0,4928.94,0.0,14786.83
2024-10-02,Delhi,Clothing,7.0,1177.95,5.0,7833.36
2024-11-19,Pune,Sports,10.0,2768.34,0.0,27683.36
2024-01-01,Delhi,Electronics,7.0,8565.97,0.0,59961.76
2025-01-31,Delhi,Groceries,7.0,322.85,10.0,2033.97
2025-08-28,Delhi,Home & Kitchen,7.0,2298.69,0.0,16090.82
2025-03-29,Mumbai,Groceries,9.0,419.65,0.0,3776.82
2024-03-24,Mumbai,Groceries,6.0,191.39,10.0,1033.53
2024-01-04,Chennai,Groceries,9.0,396.17,15.0,3030.72
2024-03-10,Bangalore,Home & Kitchen,4.0,1569.35,0.0,6277.4
2025-03-27,Mumbai,Beauty,9.0,713.39,5.0,6099.48
2024-12-30,Bangalore,Electronics,12.0,6696.91,10.0,72326.66
2025-01-12,Mumbai,Groceries,,324.51,5.0,1541.43
2025-03-22,Delhi,Beauty,4.0,792.65,15.0,2695.02
2024-09-08,Mumbai,Electronics,12.0,8393.36,0.0,100720.34
2024-12-20,Mumbai,Clothing,4.0,964.18,10.0,3471.04
2024-11-26,Mumbai,Electronics,7.0,8359.4,,58515.83
2024-05-24,Chennai,Beauty,8.0,749.31,0.0,5994.49
2025-07-19,Delhi,Groceries,6.0,350.73,0.0,2104.38
2024-08-31,Pune,Groceries,9.0,380.46,15.0,2910.53
2025-09-21,Mumbai,Clothing,4.0,1306.34,10.0,4702.83
2024-07-02,Bangalore,Home & Kitchen,6.0,1726.93,10.0,9325.4
2025-09-07,Mumbai,Clothing,11.0,1019.87,25.0,8413.96
2024-04-19,Chennai,Clothing,9.0,1413.61,15.0,10814.14
2024-09-15,Mumbai,Electronics,6.0,9748.56,0.0,58491.35
2024-06-10,Chennai,Home & Kitchen,5.0,1987.89,5.0,9442.48
2025-04-29,Delhi,Home & Kitchen,9.0,1826.61,0.0,16439.51
2025-01-16,Pune,Electronics,2.0,11567.55,0.0,23135.11
2025-12-30,Delhi,Beauty,11.0,793.32,5.0,8290.21
2025-10-09,Bangalore,Groceries,5.0,435.83,5.0,2070.2
2024-11-14,Delhi,Groceries,6.0,417.79,0.0,2506.74
2025-10-20,Delhi,Groceries,3.0,335.58,0.0,1006.73
2025-10-28,Bangalore,Groceries,8.0,317.82,5.0,2415.44
2025-11-09,Mumbai,Sports,14.0,1707.92,5.0,22715.34
2024-10-06,Pune,Groceries,9.0,394.7,10.0,3197.06
2025-12-09,Pune,Electronics,5.0,5330.87,0.0,26654.34
2025-02-11,Delhi,Clothing,3.0,1036.69,0.0,3110.06
2025-01-16,Bangalore,Groceries,3.0,481.31,15.0,1227.33
2025-11-28,Mumbai,Electronics,3.0,10068.95,10.0,27186.18
2025-01-11,Delhi,Electronics,6.0,9167.01,10.0,49501.88
2025-09-12,Chennai,Clothing,4.0,1719.22,15.0,5845.36
2025-01-28,Mumbai,Beauty,7.0,359.18,0.0,2514.26
2024-12-26,Mumbai,Electronics,9.0,9254.24,10.0,74959.37
2024-12-10,Bangalore,Clothing,5.0,1326.13,0.0,6630.63
2025-08-06,Bangalore,Electronics,10.0,7528.28,10.0,67754.52
2024-01-13,Delhi,Clothing,4.0,1259.38,5.0,4785.63
2025-05-07,Bangalore,Electronics,5.0,7289.36,0.0,36446.82
2025-06-16,Pune,Electronics,8.0,8200.73,5.0,62325.55
2025-01-24,Bangalore,Electronics,8.0,12543.95,5.0,95334.0
2024-01-14,Delhi,Beauty,6.0,1008.65,0.0,6051.91
2025-11-11,Bangalore,Clothing,12.0,1099.15,10.0,11870.87
2024-07-19,Bangalore,Beauty,3.0,525.38,25.0,1182.1
2024-05-17,Pune,Electronics,3.0,12466.84,10.0,33660.46
2024-04-22,Pune,Electronics,5.0,8736.23,0.0,43681.14
2025-11-19,Delhi,Groceries,8.0,447.91,0.0,3583.29
2024-10-02,Chennai,Clothing,10.0,1468.15,10.0,13213.35
2024-09-21,Chennai,Clothing,5.0,1188.19,0.0,5940.95
2024-10-03,Pune,Clothing,8.0,1438.63,0.0,11509.02
2025-03-24,Mumbai,Groceries,12.0,346.45,10.0,3741.64
2025-03-23,Delhi,Electronics,13.0,7569.16,5.0,93479.16
2025-07-11,Delhi,Groceries,5.0,465.43,10.0,2094.41
2024-11-02,Chennai,Groceries,7.0,356.87,10.0,2248.26
2025-03-30,Mumbai,Electronics,6.0,9229.78,15.0,47071.89
2024-11-25,Mumbai,Beauty,10.0,723.77,20.0,5790.14
2025-07-09,Mumbai,Groceries,7.0,295.95,0.0,2071.65
2024-02-01,Delhi,Beauty,1.0,436.66,0.0,436.66
2025-07-24,Chennai,Sports,6.0,2202.71,15.0,11233.84
2024-07-21,Mumbai,Electronics,6.0,8334.46,10.0,45006.1
2024-03-29,Chennai,Clothing,9.0,862.94,25.0,5824.84
2025-11-11,Bangalore,Home & Kitchen,11.0,1705.09,10.0,16880.39
2025-11-24,Chennai,Clothing,8.0,1048.94,10.0,7552.38
2025-08-10,Pune,Beauty,5.0,639.64,0.0,3198.19
2024-05-15,Mumbai,Beauty,3.0,475.39,10.0,1283.56
2025-11-11,Pune,Clothing,1.0,1606.45,10.0,1445.8
2024-09-17,Bangalore,Beauty,5.0,531.54,5.0,2524.83
2025-04-05,Pune,Sports,6.0,2119.55,0.0,12717.27
2025-03-26,Pune,Electronics,9.0,7217.42,0.0,64956.78
2025-11-29,Pune,Groceries,8.0,361.28,0.0,2890.22
2024-08-30,Chennai,Clothing,3.0,1068.88,10.0,2885.97
2024-06-11,Delhi,Electronics,6.0,6204.21,0.0,37225.29
2025-05-06,Chennai,Sports,3.0,2396.94,0.0,7190.82
2024-10-27,Chennai,Home & Kitchen,7.0,2436.1,15.0,14494.82
2024-08-14,Delhi,Clothing,4.0,1397.78,15.0,4752.45
2024-04-11,Bangalore,Beauty,8.0,430.72,0.0,3445.72
2025-07-10,Delhi,Groceries,6.0,374.87,10.0,2024.31
2025-05-26,Delhi,Clothing,6.0,1403.17,0.0,8419.04
2024-11-28,Delhi,Electronics,9.0,10061.95,0.0,90557.57
2025-08-04,Delhi,Groceries,10.0,341.81,5.0,3247.18
2024-09-01,Chennai,Groceries,4.0,341.07,0.0,1364.27
2024-03-22,Chennai,Sports,2.0,3188.39,10.0,5739.11
2025-03-14,Mumbai,Clothing,6.0,1037.68,5.0,5914.76
2025-04-06,Mumbai,Beauty,8.0,605.46,10.0,4359.34
2025-09-30,Mumbai,Home & Kitchen,11.0,1845.63,0.0,20301.88
2025-02-21,Delhi,Electronics,6.0,8918.81,0.0,53512.83
2024-08-15,Bangalore,Clothing,8.0,935.63,5.0,7110.82
2024-07-29,Bangalore,Home & Kitchen,9.0,2499.76,10.0,20248.04
2025-07-08,Chennai,Clothing,4.0,804.01,0.0,3216.02
2024-08-25,Delhi,Home & Kitchen,,1593.63,15.0,5418.33
2024-01-24,Delhi,Groceries,6.0,264.36,5.0,1506.87
2025-01-02,Mumbai,Beauty,8.0,500.18,5.0,3801.34
2025-02-13,Mumbai,Groceries,7.0,442.02,0.0,3094.17
2025-05-20,Chennai,Clothing,5.0,1071.62,10.0,4822.27
2025-04-04,Mumbai,Sports,4.0,1919.85,25.0,5759.55
2024-04-09,Bangalore,Home & Kitchen,12.0,1790.07,25.0,16110.62
2024-03-28,Bangalore,Home & Kitchen,5.0,1486.47,10.0,6689.09
2025-10-31,Delhi,Groceries,8.0,321.46,0.0,2571.65
2025-09-04,Chennai,Clothing,6.0,791.46,10.0,4273.86
2024-03-20,Bangalore,Clothing,9.0,1632.34,5.0,13956.48
2024-11-05,Mumbai,Groceries,5.0,276.8,10.0,1245.6
2025-07-27,Bangalore,Beauty,5.0,740.85,20.0,2963.41
2025-07-23,Mumbai,Beauty,7.0,482.85,15.0,2872.95
2025-03-08,Mumbai,Clothing,7.0,1428.21,5.0,9497.62
2025-01-07,Delhi,Home & Kitchen,4.0,1098.18,5.0,4173.07
2024-05-10,Mumbai,Groceries,6.0,393.29,15.0,2005.76
2024-11-23,Chennai,Clothing,11.0,833.55,25.0,6876.79
2024-03-31,Delhi,Clothing,8.0,1274.1,0.0,10192.82
2024-06-10,Delhi,Beauty,8.0,468.5,0.0,3748.04
2025-07-09,Pune,Sports,8.0,1920.17,15.0,13057.19
2024-08-09,Pune,Clothing,6.0,1718.5,5.0,9795.44
2025-07-28,Delhi,Beauty,4.0,641.53,0.0,2566.12
2024-07-11,Pune,Home & Kitchen,6.0,2232.67,0.0,13396.03
2024-10-11,Bangalore,Electronics,7.0,5926.61,10.0,37337.63
2025-11-01,Delhi,Sports,13.0,2292.47,0.0,29802.09
2025-06-25,Delhi,Sports,9.0,2302.0,0.0,20718.02
2025-12-17,Pune,Beauty,10.0,308.25,10.0,2774.22
2025-10-18,Mumbai,Clothing,12.0,1626.44,15.0,16589.68
2024-10-26,Pune,Groceries,8.0,289.49,5.0,2200.14
2024-06-17,Bangalore,Home & Kitchen,9.0,2083.56,20.0,15001.61
2025-02-25,Delhi,Home & Kitchen,6.0,1601.28,25.0,7205.77
2024-01-07,Mumbai,Groceries,6.0,376.37,0.0,2258.23
2024-11-28,Mumbai,Groceries,10.0,327.54,10.0,2947.87
2025-07-23,Chennai,Clothing,5.0,697.7,0.0,3488.48
2025-03-05,Delhi,Home & Kitchen,7.0,2455.28,10.0,15468.27
2025-12-07,Mumbai,Electronics,6.0,11740.98,10.0,63401.28
2024-05-03,Delhi,Electronics,8.0,10974.57,0.0,87796.52
2025-04-15,Mumbai,Groceries,7.0,340.2,0.0,2381.41
2025-03-09,Mumbai,Beauty,8.0,708.28,0.0,5666.21
2025-07-30,Mumbai,Beauty,10.0,639.66,0.0,6396.58
2025-09-28,Delhi,Sports,2.0,2061.77,0.0,4123.54
2024-05-30,Bangalore,Clothing,9.0,1055.41,10.0,8548.85
2024-11-07,Bangalore,Electronics,10.0,9526.24,10.0,85736.17
2024-10-06,Pune,Groceries,7.0,384.6,10.0,2422.98
2024-05-05,Pune,Groceries,4.0,334.53,10.0,1204.31
2025-08-30,Mumbai,Home & Kitchen,7.0,1501.08,5.0,9982.18
2025-01-10,Pune,Electronics,2.0,8626.68,20.0,13802.68
2024-01-26,Delhi,Clothing,6.0,944.64,5.0,5384.44
2024-07-27,Delhi,Groceries,6.0,195.22,20.0,937.04
2025-05-16,Mumbai,Clothing,2.0,1153.63,0.0,2307.25
2024-03-20,Delhi,Clothing,4.0,1556.54,20.0,4980.93
2024-06-16,Bangalore,Beauty,4.0,603.15,15.0,2050.7
2024-04-13,Chennai,Clothing,3.0,1016.55,15.0,2592.21
2024-08-21,Mumbai,Beauty,3.0,643.31,5.0,1833.43
2025-03-04,Chennai,Home & Kitchen,4.0,1619.88,15.0,5507.58
2025-05-28,Pune,Groceries,3.0,404.34,0.0,1213.02
2024-02-19,Bangalore,Groceries,7.0,301.58,0.0,2111.06
2025-11-19,Mumbai,Beauty,9.0,645.16,0.0,5806.44
2025-12-31,Mumbai,Clothing,12.0,1090.77,15.0,11125.81
2025-02-22,Delhi,Sports,12.0,2243.7,10.0,24231.94
2025-12-12,Mumbai,Electronics,8.0,8803.54,20.0,56342.63
2024-01-01,Delhi,Clothing,6.0,1130.64,10.0,6105.46
2024-06-21,Pune,Electronics,4.0,8075.21,10.0,29070.77
2025-09-24,Mumbai,Home & Kitchen,7.0,1544.2,,8647.5
2025-11-07,Bangalore,Groceries,8.0,407.99,10.0,2937.51
2025-05-04,Bangalore,Groceries,7.0,394.39,0.0,2760.72
2025-09-17,Delhi,Electronics,2.0,4712.17,0.0,9424.35
2025-04-07,Mumbai,Electronics,6.0,5134.67,5.0,29267.6
2024-03-26,Chennai,Home & Kitchen,5.0,1362.4,25.0,5109.01
2025-04-29,Delhi,Electronics,8.0,8850.04,5.0,67260.31
2025-04-01,Chennai,Groceries,9.0,294.58,10.0,2386.11
