Date,Store,Category,Units Sold,Unit Price,Discount %,Revenue,Month,MonthName,Quarter,Weekday
2025-08-30,Mumbai,Home & Kitchen,7.0,1501.08,5.0,9982.18,8,Aug,3,Saturday
2025-01-10,Pune,Electronics,2.0,8626.68,20.0,13802.69,1,Jan,1,Friday
2024-01-26,Delhi,Clothing,6.0,944.64,5.0,5384.45,1,Jan,1,Friday
2024-07-27,Delhi,Groceries,6.0,195.22,20.0,937.06,7,Jul,3,Saturday
2025-05-16,Mumbai,Clothing,2.0,1153.63,0.0,2307.26,5,May,2,Friday
2024-03-20,Delhi,Clothing,4.0,1556.54,20.0,4980.93,3,Mar,1,Wednesday
2024-06-16,Bangalore,Beauty,4.0,603.15,15.0,2050.71,6,Jun,2,Sunday
2024-04-13,Chennai,Clothing,3.0,1016.55,15.0,2592.2,4,Apr,2,Saturday
2024-08-21,Mumbai,Beauty,3.0,643.31,5.0,1833.43,8,Aug,3,Wednesday
2025-03-04,Chennai,Home & Kitchen,4.0,1619.88,15.0,5507.59,3,Mar,1,Tuesday
2025-05-28,Pune,Groceries,3.0,404.34,0.0,1213.02,5,May,2,Wednesday
2024-02-19,Bangalore,Groceries,7.0,301.58,0.0,2111.06,2,Feb,1,Monday
2025-11-19,Mumbai,Beauty,9.0,645.16,0.0,5806.44,11,Nov,4,Wednesday
2025-12-31,Mumbai,Clothing,12.0,1090.77,15.0,11125.85,12,Dec,4,Wednesday
2025-02-22,Delhi,Sports,12.0,2243.7,10.0,24231.96,2,Feb,1,Saturday
2025-12-12,Mumbai,Electronics,8.0,8803.54,20.0,56342.66,12,Dec,4,Friday
2024-01-01,Delhi,Clothing,6.0,1130.64,10.0,6105.46,1,Jan,1,Monday
2024-06-21,Pune,Electronics,4.0,8075.21,10.0,29070.76,6,Jun,2,Friday
2025-09-24,Mumbai,Home & Kitchen,7.0,1544.2,0.0,10809.4,9,Sep,3,Wednesday
2025-11-07,Bangalore,Groceries,8.0,407.99,10.0,2937.53,11,Nov,4,Friday
2025-05-04,Bangalore,Groceries,7.0,394.39,0.0,2760.73,5,May,2,Sunday
2025-09-17,Delhi,Electronics,2.0,4712.17,0.0,9424.34,9,Sep,3,Wednesday
2025-04-07,Mumbai,Electronics,6.0,5134.67,5.0,29267.62,4,Apr,2,Monday
2024-03-26,Chennai,Home & Kitchen,5.0,1362.4,25.0,5109.0,3,Mar,1,Tuesday
2025-04-29,Delhi,Electronics,8.0,8850.04,5.0,67260.3,4,Apr,2,Tuesday
2025-04-01,Chennai,Groceries,9.0,294.58,10.0,2386.1,4,Apr,2,Tuesday
2025-06-03,Bangalore,Home & Kitchen,7.0,1724.56,0.0,12071.92,6,Jun,2,Tuesday
2024-02-14,Bangalore,Home & Kitchen,2.0,1898.51,10.0,3417.32,2,Feb,1,Wednesday
2025-08-26,Mumbai,Sports,6.0,2366.87,10.0,12781.1,8,Aug,3,Tuesday
2024-10-28,Bangalore,Home & Kitchen,8.0,1964.34,15.0,13357.51,10,Oct,4,Monday
2024-08-18,Mumbai,Electronics,8.0,8636.18,0.0,69089.44,8,Aug,3,Sunday
2025-08-05,Chennai,Groceries,7.0,382.96,0.0,2680.72,8,Aug,3,Tuesday
2025-10-11,Chennai,Beauty,8.0,556.33,0.0,4450.64,10,Oct,4,Saturday
2024-12-11,Delhi,Electronics,6.0,9687.55,0.0,58125.3,12,Dec,4,Wednesday
2024-05-15,Delhi,Sports,4.0,1986.89,25.0,5960.67,5,May,2,Wednesday
2024-02-19,Delhi,Electronics,7.0,7982.46,5.0,53083.36,2,Feb,1,Monday
2025-12-04,Mumbai,Groceries,10.0,368.63,10.0,3317.67,12,Dec,4,Thursday
2025-10-14,Delhi,Sports,9.0,1585.36,10.0,12841.42,10,Oct,4,Tuesday
2025-05-26,Pune,Electronics,5.0,7363.71,0.0,36818.55,5,May,2,Monday
2025-02-23,Mumbai,Home & Kitchen,3.0,1530.66,5.0,4362.38,2,Feb,1,Sunday
2024-12-12,Mumbai,Electronics,7.0,7980.17,20.0,44688.95,12,Dec,4,Thursday
2024-03-02,Delhi,Home & Kitchen,6.0,1742.88,0.0,10457.28,3,Mar,1,Saturday
2024-02-05,Pune,Sports,9.0,1755.97,10.0,14223.36,2,Feb,1,Monday
2024-07-26,Pune,Home & Kitchen,3.0,2494.59,15.0,6361.2,7,Jul,3,Friday
2024-05-27,Mumbai,Electronics,8.0,10323.56,0.0,82588.48,5,May,2,Monday
2024-09-07,Pune,Groceries,6.0,330.13,10.0,1782.7,9,Sep,3,Saturday
2025-04-03,Bangalore,Electronics,5.0,11669.34,15.0,49594.7,4,Apr,2,Thursday
2024-01-01,Delhi,Clothing,12.0,998.25,0.0,11979.0,1,Jan,1,Monday
2025-07-19,Bangalore,Clothing,8.0,1313.13,5.0,9979.79,7,Jul,3,Saturday
2025-07-19,Chennai,Electronics,5.0,8176.86,15.0,34751.66,7,Jul,3,Saturday
2024-09-24,Bangalore,Home & Kitchen,10.0,2332.43,5.0,22158.08,9,Sep,3,Tuesday
2024-11-22,Bangalore,Clothing,8.0,1195.7,20.0,7652.48,11,Nov,4,Friday
2024-10-29,Mumbai,Clothing,7.0,1165.71,0.0,8159.97,10,Oct,4,Tuesday
2025-10-31,Pune,Clothing,5.0,1157.09,5.0,5496.18,10,Oct,4,Friday
2024-08-24,Pune,Groceries,7.0,227.37,15.0,1352.85,8,Aug,3,Saturday
2024-11-04,Mumbai,Home & Kitchen,16.0,2188.26,0.0,35012.16,11,Nov,4,Monday
2024-10-30,Chennai,Electronics,8.0,6694.62,5.0,50879.11,10,Oct,4,Wednesday
2025-01-06,Mumbai,Clothing,4.0,938.29,0.0,3753.16,1,Jan,1,Monday
2025-04-17,Delhi,Groceries,7.0,383.34,0.0,2683.38,4,Apr,2,Thursday
2024-07-03,Chennai,Electronics,6.0,9602.27,0.0,57613.62,7,Jul,3,Wednesday
2024-03-30,Bangalore,Electronics,6.0,8606.7,15.0,43894.17,3,Mar,1,Saturday
2025-09-24,Mumbai,Clothing,5.0,1012.92,0.0,5064.6,9,Sep,3,Wednesday
2025-04-22,Bangalore,Beauty,9.0,552.64,5.0,4725.07,4,Apr,2,Tuesday
2024-12-18,Bangalore,Home & Kitchen,8.0,1319.96,0.0,10559.68,12,Dec,4,Wednesday
2024-04-16,Chennai,Groceries,8.0,417.1,5.0,3169.96,4,Apr,2,Tuesday
2025-07-23,Pune,Electronics,6.0,6985.07,10.0,37719.38,7,Jul,3,Wednesday
2025-09-12,Mumbai,Clothing,5.0,1319.9,10.0,5939.55,9,Sep,3,Friday
2024-04-05,Delhi,Electronics,5.0,9701.19,5.0,46080.65,4,Apr,2,Friday
2024-08-19,Chennai,Sports,6.0,1849.82,0.0,11098.92,8,Aug,3,Monday
2024-06-28,Mumbai,Electronics,8.0,9805.0,0.0,78440.0,6,Jun,2,Friday
2025-10-11,Mumbai,Beauty,9.0,713.43,5.0,6099.83,10,Oct,4,Saturday
2025-02-17,Bangalore,Home & Kitchen,3.0,1934.3,20.0,4642.32,2,Feb,1,Monday
2024-03-27,Pune,Groceries,2.0,355.64,10.0,640.15,3,Mar,1,Wednesday
2025-06-12,Bangalore,Clothing,3.0,1470.72,15.0,3750.34,6,Jun,2,Thursday
2024-12-27,Delhi,Sports,6.0,2030.05,0.0,12180.3,12,Dec,4,Friday
2024-05-27,Bangalore,Groceries,5.0,275.46,10.0,1239.57,5,May,2,Monday
2024-12-15,Chennai,Beauty,6.0,574.48,0.0,3446.88,12,Dec,4,Sunday
2025-12-18,Delhi,Electronics,6.0,7318.14,0.0,43908.84,12,Dec,4,Thursday
2024-04-30,Mumbai,Groceries,9.0,354.17,10.0,2868.78,4,Apr,2,Tuesday
2025-03-31,Bangalore,Groceries,6.0,284.31,15.0,1449.98,3,Mar,1,Monday
2025-02-11,Delhi,Groceries,4.0,265.7,0.0,1062.8,2,Feb,1,Tuesday
2024-09-05,Delhi,Groceries,5.0,295.05,10.0,1327.72,9,Sep,3,Thursday
2024-07-28,Chennai,Groceries,2.0,294.75,5.0,560.02,7,Jul,3,Sunday
2025-02-12,Chennai,Electronics,1.0,7100.81,10.0,6390.73,2,Feb,1,Wednesday
2025-10-04,Chennai,Groceries,4.0,272.39,0.0,1089.56,10,Oct,4,Saturday
2025-01-16,Pune,Groceries,2.0,394.31,0.0,788.62,1,Jan,1,Thursday
2025-02-03,Delhi,Electronics,5.0,10339.42,10.0,46527.39,2,Feb,1,Monday
2025-12-02,Mumbai,Home & Kitchen,4.0,1616.31,5.0,6141.98,12,Dec,4,Tuesday
2024-08-12,Delhi,Sports,5.0,2390.43,0.0,11952.15,8,Aug,3,Monday
2024-04-18,Mumbai,Sports,7.0,2279.37,5.0,15157.81,4,Apr,2,Thursday
2025-02-11,Bangalore,Home & Kitchen,5.0,1494.22,0.0,7471.1,2,Feb,1,Tuesday
2024-12-10,Delhi,Clothing,6.0,1423.85,15.0,7261.63,12,Dec,4,Tuesday
2024-09-05,Chennai,Groceries,3.0,290.59,5.0,828.18,9,Sep,3,Thursday
2025-12-13,Pune,Home & Kitchen,8.0,1502.19,0.0,12017.52,12,Dec,4,Saturday
2025-01-06,Mumbai,Clothing,5.0,1266.25,0.0,6331.25,1,Jan,1,Monday
2024-07-14,Pune,Groceries,5.0,342.35,0.0,1711.75,7,Jul,3,Sunday
2024-01-11,Delhi,Sports,3.0,2101.73,10.0,5674.67,1,Jan,1,Thursday
2024-10-13,Pune,Sports,7.0,2836.34,20.0,15883.5,10,Oct,4,Sunday
2025-10-03,Bangalore,Electronics,13.0,6373.46,15.0,70426.73,10,Oct,4,Friday
2024-10-19,Pune,Beauty,8.0,810.87,10.0,5838.26,10,Oct,4,Saturday
2025-05-21,Bangalore,Groceries,5.0,179.2,0.0,896.0,5,May,2,Wednesday
2024-09-13,Mumbai,Clothing,6.0,1266.43,0.0,7598.58,9,Sep,3,Friday
2024-10-23,Delhi,Electronics,11.0,11446.66,10.0,113321.93,10,Oct,4,Wednesday
2024-11-19,Delhi,Groceries,6.0,348.06,5.0,1983.94,11,Nov,4,Tuesday
2024-03-21,Bangalore,Electronics,5.0,5862.91,10.0,26383.1,3,Mar,1,Thursday
2025-06-26,Mumbai,Beauty,4.0,526.01,5.0,1998.84,6,Jun,2,Thursday
2025-08-25,Bangalore,Electronics,9.0,9412.7,15.0,72007.16,8,Aug,3,Monday
2025-01-26,Mumbai,Beauty,3.0,595.31,0.0,1785.93,1,Jan,1,Sunday
2025-12-29,Bangalore,Beauty,10.0,818.72,15.0,6959.12,12,Dec,4,Monday
2024-05-10,Bangalore,Beauty,7.0,798.74,10.0,5032.06,5,May,2,Friday
2024-05-11,Bangalore,Home & Kitchen,5.0,1982.84,10.0,8922.78,5,May,2,Saturday
2025-11-28,Chennai,Groceries,10.0,382.25,5.0,3631.38,11,Nov,4,Friday
2025-11-11,Mumbai,Home & Kitchen,6.0,2153.09,5.0,12272.61,11,Nov,4,Tuesday
2025-04-18,Chennai,Clothing,6.0,1455.95,5.0,8298.92,4,Apr,2,Friday
2025-10-31,Bangalore,Groceries,11.0,356.56,25.0,2941.62,10,Oct,4,Friday
2025-06-16,Mumbai,Electronics,4.0,9042.16,5.0,34360.21,6,Jun,2,Monday
2025-02-10,Bangalore,Sports,8.0,2543.72,5.0,19332.27,2,Feb,1,Monday
2025-08-25,Delhi,Groceries,4.0,181.16,0.0,724.64,8,Aug,3,Monday
2025-04-15,Bangalore,Electronics,2.0,6052.22,5.0,11499.22,4,Apr,2,Tuesday
2025-08-03,Bangalore,Electronics,7.0,6944.65,0.0,48612.55,8,Aug,3,Sunday
2024-08-14,Bangalore,Home & Kitchen,9.0,1563.58,0.0,14072.22,8,Aug,3,Wednesday
2025-03-31,Bangalore,Beauty,5.0,550.89,0.0,2754.45,3,Mar,1,Monday
2025-07-05,Mumbai,Groceries,6.0,216.35,20.0,1038.48,7,Jul,3,Saturday
2024-01-29,Bangalore,Groceries,6.0,316.02,5.0,1801.31,1,Jan,1,Monday
2024-06-17,Chennai,Groceries,10.0,204.5,0.0,2045.0,6,Jun,2,Monday
2025-12-04,Delhi,Groceries,8.0,253.92,5.0,1929.79,12,Dec,4,Thursday
2024-12-13,Mumbai,Clothing,7.0,1696.58,5.0,11282.26,12,Dec,4,Friday
2025-08-08,Delhi,Sports,8.0,1819.65,15.0,12373.62,8,Aug,3,Friday
2024-08-04,Mumbai,Clothing,3.0,1604.54,10.0,4332.26,8,Aug,3,Sunday
2025-09-21,Delhi,Clothing,11.0,961.96,10.0,9523.4,9,Sep,3,Sunday
2024-04-28,Mumbai,Groceries,7.0,411.12,20.0,2302.27,4,Apr,2,Sunday
2024-01-07,Mumbai,Groceries,6.0,406.39,0.0,2438.34,1,Jan,1,Sunday
2024-03-24,Delhi,Home & Kitchen,7.0,1770.74,15.0,10535.9,3,Mar,1,Sunday
2025-01-21,Mumbai,Electronics,2.0,6755.82,0.0,13511.64,1,Jan,1,Tuesday
2025-07-20,Mumbai,Electronics,4.0,8145.84,20.0,26066.69,7,Jul,3,Sunday
2025-07-17,Delhi,Electronics,7.0,8325.34,5.0,55363.51,7,Jul,3,Thursday
2025-12-06,Delhi,Clothing,6.0,1056.12,5.0,6019.88,12,Dec,4,Saturday
2024-04-10,Mumbai,Electronics,13.0,7897.53,5.0,97534.5,4,Apr,2,Wednesday
2025-06-24,Delhi,Sports,6.0,2134.97,10.0,11528.84,6,Jun,2,Tuesday
2024-04-21,Bangalore,Electronics,11.0,8726.72,5.0,91194.22,4,Apr,2,Sunday
2025-05-06,Delhi,Sports,7.0,2292.71,10.0,14444.07,5,May,2,Tuesday
2024-07-19,Bangalore,Clothing,6.0,1313.06,20.0,6302.69,7,Jul,3,Friday
2025-12-17,Delhi,Beauty,8.0,848.23,0.0,6785.84,12,Dec,4,Wednesday
2024-08-16,Pune,Home & Kitchen,4.0,1794.07,20.0,5741.02,8,Aug,3,Friday
2024-03-11,Pune,Clothing,7.0,994.28,0.0,6959.96,3,Mar,1,Monday
2025-08-08,Bangalore,Electronics,7.0,9455.73,20.0,52952.09,8,Aug,3,Friday
2025-01-09,Delhi,Beauty,2.0,613.89,0.0,1227.78,1,Jan,1,Thursday
2025-12-30,Bangalore,Sports,2.0,2038.21,0.0,4076.42,12,Dec,4,Tuesday
2024-08-20,Bangalore,Groceries,2.0,400.27,15.0,680.46,8,Aug,3,Tuesday
2024-09-11,Chennai,Groceries,7.0,422.58,0.0,2958.06,9,Sep,3,Wednesday
2024-07-16,Mumbai,Groceries,6.0,361.05,10.0,1949.67,7,Jul,3,Tuesday
2025-05-25,Bangalore,Groceries,12.0,461.13,20.0,4426.85,5,May,2,Sunday
2025-08-03,Mumbai,Beauty,2.0,788.14,0.0,1576.28,8,Aug,3,Sunday
2025-12-21,Chennai,Sports,8.0,2363.68,25.0,14182.08,12,Dec,4,Sunday
2024-11-06,Bangalore,Clothing,14.0,1234.58,20.0,13827.3,11,Nov,4,Wednesday
2025-03-21,Mumbai,Groceries,2.0,483.27,5.0,918.21,3,Mar,1,Friday
2024-08-22,Pune,Home & Kitchen,7.0,1603.35,5.0,10662.28,8,Aug,3,Thursday
2024-09-16,Mumbai,Groceries,5.0,391.46,5.0,1859.44,9,Sep,3,Monday
2025-03-21,Mumbai,Clothing,12.0,1321.31,0.0,15855.72,3,Mar,1,Friday
2025-10-01,Chennai,Home & Kitchen,5.0,1735.41,15.0,7375.49,10,Oct,4,Wednesday
2024-01-24,Delhi,Electronics,3.0,8874.1,10.0,23960.07,1,Jan,1,Wednesday
2025-02-10,Mumbai,Groceries,6.0,396.17,25.0,1782.76,2,Feb,1,Monday
2024-08-12,Mumbai,Sports,5.0,2257.01,5.0,10720.8,8,Aug,3,Monday
2025-03-27,Mumbai,Electronics,6.0,10161.05,5.0,57917.98,3,Mar,1,Thursday
2024-05-22,Delhi,Beauty,5.0,514.4,5.0,2443.4,5,May,2,Wednesday
2025-04-15,Mumbai,Electronics,4.0,9325.57,15.0,31706.94,4,Apr,2,Tuesday
2025-07-02,Delhi,Groceries,5.0,269.44,10.0,1212.48,7,Jul,3,Wednesday
2024-04-04,Delhi,Clothing,6.0,1126.87,0.0,6761.22,4,Apr,2,Thursday
2024-07-26,Pune,Electronics,7.0,9116.5,20.0,51052.4,7,Jul,3,Friday
2024-01-16,Pune,Beauty,6.0,783.98,10.0,4233.49,1,Jan,1,Tuesday
2024-04-11,Chennai,Home & Kitchen,4.0,1548.69,5.0,5885.02,4,Apr,2,Thursday
2024-10-07,Bangalore,Beauty,7.0,583.78,10.0,3677.81,10,Oct,4,Monday
2024-03-12,Mumbai,Electronics,2.0,5655.93,0.0,11311.86,3,Mar,1,Tuesday
2025-05-08,Delhi,Electronics,4.0,9266.64,0.0,37066.56,5,May,2,Thursday
2024-04-10,Bangalore,Home & Kitchen,9.0,1646.08,0.0,14814.72,4,Apr,2,Wednesday
2025-06-11,Delhi,Groceries,11.0,266.65,0.0,2933.15,6,Jun,2,Wednesday
2025-10-11,Chennai,Groceries,10.0,336.32,0.0,3363.2,10,Oct,4,Saturday
2025-07-01,Delhi,Beauty,7.0,673.97,5.0,4481.9,7,Jul,3,Tuesday
2024-08-17,Mumbai,Home & Kitchen,2.0,1578.5,25.0,2367.75,8,Aug,3,Saturday
2025-01-14,Bangalore,Groceries,9.0,324.75,0.0,2922.75,1,Jan,1,Tuesday
2024-12-24,Mumbai,Home & Kitchen,10.0,2191.77,0.0,21917.7,12,Dec,4,Tuesday
2025-11-28,Bangalore,Beauty,9.0,453.7,10.0,3674.97,11,Nov,4,Friday
2025-11-19,Bangalore,Beauty,6.0,488.29,5.0,2783.25,11,Nov,4,Wednesday
2024-09-26,Delhi,Electronics,5.0,6600.66,15.0,28052.8,9,Sep,3,Thursday
2024-06-21,Bangalore,Clothing,6.0,1004.23,15.0,5121.57,6,Jun,2,Friday
2025-09-20,Delhi,Clothing,4.0,966.49,20.0,3092.77,9,Sep,3,Saturday
2024-10-10,Bangalore,Home & Kitchen,12.0,1383.13,25.0,12448.17,10,Oct,4,Thursday
2024-03-21,Bangalore,Home & Kitchen,8.0,1793.22,20.0,11476.61,3,Mar,1,Thursday
2025-08-10,Delhi,Groceries,7.0,347.05,10.0,2186.42,8,Aug,3,Sunday
2025-12-30,Bangalore,Home & Kitchen,6.0,1463.1,5.0,8339.67,12,Dec,4,Tuesday
2024-10-10,Pune,Clothing,11.0,1264.19,10.0,12515.48,10,Oct,4,Thursday
2024-10-29,Pune,Home & Kitchen,7.0,2177.89,0.0,15245.23,10,Oct,4,Tuesday
2025-02-21,Pune,Electronics,3.0,8655.09,5.0,24667.01,2,Feb,1,Friday
2024-03-09,Pune,Home & Kitchen,7.0,1744.05,5.0,11597.93,3,Mar,1,Saturday
2025-01-17,Delhi,Home & Kitchen,7.0,1703.12,20.0,9537.47,1,Jan,1,Friday
2024-07-10,Mumbai,Beauty,12.0,537.5,5.0,6127.5,7,Jul,3,Wednesday
2024-05-10,Mumbai,Clothing,5.0,1235.62,10.0,5560.29,5,May,2,Friday
2024-03-08,Mumbai,Home & Kitchen,5.0,1291.86,10.0,5813.37,3,Mar,1,Friday
2025-09-07,Pune,Electronics,9.0,7048.52,15.0,53921.18,9,Sep,3,Sunday
2025-10-11,Delhi,Electronics,8.0,6504.69,10.0,46833.77,10,Oct,4,Saturday
2024-09-05,Delhi,Electronics,3.0,8947.97,15.0,22817.32,9,Sep,3,Thursday
2024-10-01,Chennai,Groceries,7.0,340.35,15.0,2025.08,10,Oct,4,Tuesday
2025-09-12,Mumbai,Clothing,3.0,1255.61,10.0,3390.15,9,Sep,3,Friday
2025-01-24,Bangalore,Home & Kitchen,4.0,2377.97,15.0,8085.1,1,Jan,1,Friday
2025-06-24,Delhi,Groceries,8.0,270.83,10.0,1949.98,6,Jun,2,Tuesday
2024-12-28,Chennai,Electronics,15.0,9520.3,0.0,142804.5,12,Dec,4,Saturday
2024-02-11,Delhi,Electronics,7.0,9266.32,10.0,58377.82,2,Feb,1,Sunday
2025-10-11,Pune,Groceries,7.0,314.85,10.0,1983.56,10,Oct,4,Saturday
2025-04-14,Chennai,Groceries,6.0,344.18,5.0,1961.83,4,Apr,2,Monday
2025-03-21,Mumbai,Groceries,13.0,368.23,0.0,4786.99,3,Mar,1,Friday
2024-06-05,Bangalore,Sports,5.0,2828.85,20.0,11315.4,6,Jun,2,Wednesday
2024-07-14,Delhi,Home & Kitchen,4.0,1412.59,10.0,5085.32,7,Jul,3,Sunday
2025-06-12,Delhi,Groceries,3.0,418.89,20.0,1005.34,6,Jun,2,Thursday
2025-05-03,Pune,Beauty,4.0,571.88,0.0,2287.52,5,May,2,Saturday
2024-04-20,Pune,Sports,5.0,2493.73,0.0,12468.65,4,Apr,2,Saturday
2025-12-13,Pune,Home & Kitchen,12.0,1151.09,0.0,13813.08,12,Dec,4,Saturday
2025-06-16,Delhi,Clothing,10.0,1335.28,20.0,10682.24,6,Jun,2,Monday
2025-03-02,Mumbai,Clothing,4.0,1404.96,0.0,5619.84,3,Mar,1,Sunday
2025-06-02,Mumbai,Groceries,5.0,352.44,25.0,1321.65,6,Jun,2,Monday
2025-02-04,Bangalore,Home & Kitchen,6.0,1588.59,5.0,9054.96,2,Feb,1,Tuesday
2024-06-24,Pune,Beauty,8.0,724.08,10.0,5213.38,6,Jun,2,Monday
2024-03-27,Bangalore,Electronics,5.0,6845.72,10.0,30805.74,3,Mar,1,Wednesday
2025-01-10,Delhi,Home & Kitchen,10.0,1361.28,5.0,12932.16,1,Jan,1,Friday
2025-10-25,Bangalore,Sports,2.0,2664.72,0.0,5329.44,10,Oct,4,Saturday
2025-04-14,Delhi,Groceries,5.0,385.22,20.0,1540.88,4,Apr,2,Monday
2025-06-08,Chennai,Electronics,5.0,6293.31,0.0,31466.55,6,Jun,2,Sunday
2025-02-25,Chennai,Sports,10.0,2319.94,25.0,17399.55,2,Feb,1,Tuesday
2024-06-24,Bangalore,Groceries,9.0,404.28,5.0,3456.59,6,Jun,2,Monday
2024-01-02,Delhi,Groceries,5.0,333.56,10.0,1501.02,1,Jan,1,Tuesday
2024-05-19,Chennai,Groceries,3.0,248.44,10.0,670.79,5,May,2,Sunday
2024-06-08,Delhi,Beauty,4.0,696.62,5.0,2647.16,6,Jun,2,Saturday
2024-05-03,Mumbai,Sports,5.0,2598.78,20.0,10395.12,5,May,2,Friday
2024-04-17,Chennai,Electronics,8.0,7049.07,10.0,50753.3,4,Apr,2,Wednesday
2024-02-28,Delhi,Clothing,8.0,881.29,0.0,7050.32,2,Feb,1,Wednesday
2024-06-01,Bangalore,Beauty,8.0,755.76,15.0,5139.17,6,Jun,2,Saturday
2024-03-12,Delhi,Groceries,6.0,340.69,10.0,1839.73,3,Mar,1,Tuesday
2024-10-24,Pune,Electronics,5.0,8334.13,5.0,39587.12,10,Oct,4,Thursday
2025-11-01,Mumbai,Beauty,7.0,538.18,15.0,3202.17,11,Nov,4,Saturday
2025-02-09,Delhi,Groceries,3.0,333.65,0.0,1000.95,2,Feb,1,Sunday
2025-11-25,Mumbai,Groceries,10.0,291.96,10.0,2627.64,11,Nov,4,Tuesday
2025-03-08,Mumbai,Sports,7.0,2150.18,15.0,12793.57,3,Mar,1,Saturday
2025-03-02,Mumbai,Electronics,4.0,10086.57,15.0,34294.34,3,Mar,1,Sunday
2025-11-12,Mumbai,Sports,4.0,1833.22,20.0,5866.3,11,Nov,4,Wednesday
2025-05-13,Mumbai,Clothing,5.0,1411.0,5.0,6702.25,5,May,2,Tuesday
2024-04-01,Delhi,Groceries,4.0,416.99,15.0,1417.77,4,Apr,2,Monday
2025-12-01,Pune,Electronics,11.0,9351.27,0.0,102863.97,12,Dec,4,Monday
2024-01-16,Pune,Sports,5.0,2286.93,15.0,9719.45,1,Jan,1,Tuesday
2025-12-01,Mumbai,Electronics,9.0,9069.98,10.0,73466.84,12,Dec,4,Monday
2024-08-24,Mumbai,Groceries,3.0,308.11,10.0,831.9,8,Aug,3,Saturday
2025-06-15,Mumbai,Clothing,5.0,1346.6,15.0,5723.05,6,Jun,2,Sunday
2025-10-16,Pune,Groceries,7.0,349.91,25.0,1837.03,10,Oct,4,Thursday
2025-01-21,Pune,Sports,6.0,2095.65,0.0,12573.9,1,Jan,1,Tuesday
2025-06-08,Mumbai,Electronics,8.0,7090.91,10.0,51054.55,6,Jun,2,Sunday
2025-04-13,Delhi,Sports,5.0,2400.42,0.0,12002.1,4,Apr,2,Sunday
2025-04-06,Pune,Electronics,7.0,10292.32,5.0,68443.93,4,Apr,2,Sunday
2025-08-08,Pune,Groceries,4.0,463.97,5.0,1763.09,8,Aug,3,Friday
2025-03-13,Bangalore,Clothing,7.0,946.11,25.0,4967.08,3,Mar,1,Thursday
2025-04-22,Delhi,Clothing,10.0,919.73,10.0,8277.57,4,Apr,2,Tuesday
2024-11-26,Bangalore,Clothing,10.0,1254.04,5.0,11913.38,11,Nov,4,Tuesday
2025-07-18,Pune,Electronics,7.0,8615.15,0.0,60306.05,7,Jul,3,Friday
2025-06-14,Chennai,Groceries,8.0,417.09,10.0,3003.05,6,Jun,2,Saturday
2025-01-24,Mumbai,Sports,7.0,2330.89,0.0,16316.23,1,Jan,1,Friday
2024-12-30,Bangalore,Beauty,10.0,727.94,15.0,6187.49,12,Dec,4,Monday
2024-11-23,Bangalore,Beauty,7.0,726.06,25.0,3811.82,11,Nov,4,Saturday
2024-10-11,Bangalore,Beauty,12.0,533.11,0.0,6397.32,10,Oct,4,Friday
2025-08-21,Bangalore,Sports,4.0,1555.53,20.0,4977.7,8,Aug,3,Thursday
2024-04-27,Mumbai,Home & Kitchen,13.0,1876.57,0.0,24395.41,4,Apr,2,Saturday
2025-02-22,Pune,Home & Kitchen,10.0,1989.49,0.0,19894.9,2,Feb,1,Saturday
2024-09-09,Pune,Home & Kitchen,3.0,2297.6,5.0,6548.16,9,Sep,3,Monday
2025-02-27,Chennai,Electronics,6.0,9799.3,0.0,58795.8,2,Feb,1,Thursday
2024-09-26,Chennai,Groceries,7.0,257.65,0.0,1803.55,9,Sep,3,Thursday
2025-04-22,Mumbai,Beauty,8.0,876.21,5.0,6659.2,4,Apr,2,Tuesday
2025-09-18,Mumbai,Beauty,9.0,521.23,0.0,4691.07,9,Sep,3,Thursday
2025-10-17,Bangalore,Groceries,6.0,429.69,0.0,2578.14,10,Oct,4,Friday
2025-06-23,Delhi,Beauty,8.0,639.18,0.0,5113.44,6,Jun,2,Monday
2025-09-08,Bangalore,Groceries,7.0,349.84,10.0,2203.99,9,Sep,3,Monday
2024-05-16,Mumbai,Sports,6.0,1902.84,0.0,11417.04,5,May,2,Thursday
2024-11-20,Bangalore,Electronics,11.0,8534.13,0.0,93875.43,11,Nov,4,Wednesday
2024-02-11,Pune,Electronics,3.0,6683.29,5.0,19047.38,2,Feb,1,Sunday
2024-06-02,Bangalore,Clothing,7.0,1552.81,10.0,9782.7,6,Jun,2,Sunday
2024-05-13,Delhi,Home & Kitchen,3.0,1945.43,0.0,5836.29,5,May,2,Monday
2025-08-30,Bangalore,Electronics,6.0,9918.21,0.0,59509.26,8,Aug,3,Saturday
2025-05-25,Delhi,Clothing,8.0,1442.6,10.0,10386.72,5,May,2,Sunday
2024-09-11,Bangalore,Beauty,10.0,599.6,10.0,5396.4,9,Sep,3,Wednesday
2025-11-16,Delhi,Electronics,8.0,9229.32,0.0,73834.56,11,Nov,4,Sunday
2024-02-01,Mumbai,Home & Kitchen,4.0,1905.15,5.0,7239.57,2,Feb,1,Thursday
2025-11-29,Delhi,Groceries,7.0,433.63,5.0,2883.64,11,Nov,4,Saturday
2024-03-26,Bangalore,Beauty,6.0,719.51,0.0,4317.06,3,Mar,1,Tuesday
